INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Mississippi Gulf Coast Community College,MS,30.780784000000004,-89.14295200000002,2
Mississippi State University,MS,33.454852,-88.790139,1
Northeast Mississippi Community College,MS,34.668339,-88.562609,2
Northwest Mississippi Community College,MS,34.625532,-89.969525,2
Pearl River Community College,MS,30.844322,-89.543052,2
Rust College,MS,34.776862,-89.446999,1
Southeastern Baptist College,MS,31.748511999999998,-89.149373,1
Southwest Mississippi Community College,MS,31.295121,-90.44329499999999,2
University of Southern Mississippi,MS,31.32661,-89.331236,1
Magnolia College of Cosmetology,MS,32.359614,-90.151826,3
Tougaloo College,MS,32.403014,-90.16076,1
William Carey University,MS,31.305264,-89.291815,1
Avila University,MO,38.91339,-94.591758,1
Baptist Bible College,MO,37.239696,-93.284286,1
House of Heavilin Beauty College-Blue Springs,MO,38.997932,-94.272412,3
Cox College,MO,37.225116,-93.290233,1
Calvary University,MO,38.839578,-94.547927,1
Cape Girardeau Career and Technology Center,MO,37.274001,-89.565366,2
Central Christian College of the Bible,MO,39.395963,-92.42725899999999,1
Central Methodist University-College of Liberal Arts and Sciences,MO,39.150496999999994,-92.685253,1
University of Central Missouri,MO,38.759111,-93.73742800000001,1
Grand River Technical School,MO,39.798864,-93.559669,3
Cleveland University-Kansas City,KS,38.932019,-94.679076,1
Columbia Area Career Center,MO,38.903705,-92.33669,3
Columbia College,MO,38.957388,-92.32635400000001,1
Conception Seminary College,MO,40.24044,-94.68283100000001,1
Cottey College,MO,37.83612700000001,-94.37131099999999,1
Crowder College,MO,36.814906,-94.368315,2
Culver-Stockton College,MO,40.128993,-91.529374,1
Drury University,MO,37.219681,-93.286192,1
East Central College,MO,38.431845,-90.97809000000001,2
Elaine Steven Beauty College,MO,38.761399,-90.278574,3
Pinnacle Career Institute-South Kansas City,MO,38.938334999999995,-94.529762,2
Evangel University,MO,37.220956,-93.262614,1
Fontbonne University,MO,38.642697,-90.315712,1
Four Rivers Career Center,MO,38.547707,-91.020914,3
Ozarks Technical Community College,MO,37.216479,-93.279985,2
Hannibal-LaGrange University,MO,39.729015000000004,-91.39094,1
Harris-Stowe State University,MO,38.631744,-90.224288,1
Hickey College,MO,38.709638,-90.407513,1
House of Heavilin Beauty College-Kansas City,MO,39.022905,-94.574262,3
Independence College of Cosmetology,MO,39.079093,-94.426462,3
Jefferson College,MO,38.259889,-90.558954,2
Paul Mitchell the School-Missouri Columbia,MO,38.969221999999995,-92.310417,3
Barnes-Jewish College Goldfarb School of Nursing,MO,38.637165,-90.258772,1
Kansas City Art Institute,MO,39.046353,-94.58359399999999,1
Kenrick Glennon Seminary,MO,38.584608,-90.324024,1
Lake Career and Technical Center,MO,38.005502,-92.732943,3
Lex La-Ray Technical Center,MO,39.173683000000004,-93.865563,3
Lincoln University,MO,38.564431,-92.166724,1
Lindenwood University,MO,38.785425,-90.501286,1
State Technical College of Missouri,MO,38.467698999999996,-91.81425899999999,2
Logan University,MO,38.63133,-90.542333,1
Metropolitan Community College-Kansas City,MO,39.068668,-94.58966,2
Lutheran School of Nursing,MO,38.590249,-90.226539,2
Maryville University of Saint Louis,MO,38.644774,-90.50599799999999,1
Merrell University of Beauty Arts and Science,MO,38.571057,-92.198801,3
Metro Business College-Cape Girardeau,MO,37.333512,-89.573215,2
Midwest Institute,MO,38.544447,-90.436174,2
Midwestern Baptist Theological Seminary,MO,39.185691,-94.573185,1
Mineral Area College,MO,37.845199,-90.481847,2
Missouri Baptist University,MO,38.641526,-90.462586,1
Missouri Southern State University,MO,37.095155,-94.461689,1
Missouri Valley College,MO,39.108522,-93.19065400000001,1
Missouri Western State University,MO,39.7575,-94.78564300000001,1
University of Missouri-Columbia,MO,38.94531,-92.328843,1
University of Missouri-Kansas City,MO,39.034178999999995,-94.58214100000001,1
Missouri University of Science and Technology,MO,37.953426,-91.775583,1
University of Missouri-St Louis,MO,38.710312,-90.311091,1
Moberly Area Community College,MO,39.418607,-92.45506400000001,2
Hillyard Technical Center,MO,39.768021999999995,-94.80872099999999,2
Neosho Beauty College,MO,36.870562,-94.368636,3
Truman State University,MO,40.188266999999996,-92.58165799999999,1
Northwest Missouri State University,MO,40.351692,-94.883339,1
Ozark Christian College,MO,37.103172,-94.510622,1
College of the Ozarks,MO,36.616019,-93.238174,1
Park University,MO,39.189256,-94.679041,1
Stevens-The Institute of Business & Arts,MO,38.632917,-90.201157,1
Poplar Bluff Technical Career Center,MO,36.793776,-90.450477,3
Ranken Technical College,MO,38.653303,-90.248465,1
Research College of Nursing,MO,39.006611,-94.556762,1
Rockhurst University,MO,39.032318,-94.573003,1
Rolla Technical Institute/Center,MO,37.947448,-91.74874100000001,2
Saint Louis University,MO,38.636801,-90.2351,1
Salem College of Hairstyling,MO,37.944067,-91.785219,3
American College of Hair Design Inc,MO,38.71171500000001,-93.269026,3
Sikeston Career and Technology Center,MO,36.879979,-89.571513,3
Saint Louis Christian College,MO,38.775771,-90.294569,1
St. Louis College of Pharmacy,MO,38.636904,-90.26061700000001,1
Saint Louis Community College,MO,38.74567800000001,-90.437078,2
Southwest Baptist University,MO,37.602425,-93.40705600000001,1
Missouri State University-West Plains,MO,36.729574,-91.857838,2
Saint Luke's College of Health Sciences,MO,39.051884,-94.594656,1
St Louis College of Health Careers-St Louis,MO,38.63155,-90.26194,2
State Fair Community College,MO,38.696422999999996,-93.268028,2
Stephens College,MO,38.952040000000004,-92.319204,1
Southeast Missouri State University,MO,37.311107,-89.531187,1
Missouri State University-Springfield,MO,37.199258,-93.281281,1
Three Rivers College,MO,36.776571000000004,-90.429769,2
North Central Missouri College,MO,40.078096,-93.61735300000001,2
Washington University in St Louis,MO,38.647929,-90.310604,1
Webster University,MO,38.588875,-90.345151,1
Westminster College,MO,38.849354,-91.95527299999999,1
William Jewell College,MO,39.247844,-94.413126,1
William Woods University,MO,38.860287,-91.950416,1
Academy of Cosmetology,MT,45.680544,-111.03984799999999,2
Blackfeet Community College,MT,48.551927,-113.00938700000002,2
Butte Academy of Beauty Culture,MT,46.01274,-112.540982,2
Highlands College of Montana Tech,MT,45.938145,-112.50936499999999,2
Crevier's Academy of Cosmetology Arts,MT,48.201201,-114.31910900000001,2
Carroll College,MT,46.600771,-112.04028500000001,1
Dawson Community College,MT,47.085396,-104.72548499999999,2
Chief Dull Knife College,MT,45.625568,-106.664593,2
Montana State University Billings,MT,45.796896000000004,-108.523009,1
Flathead Valley Community College,MT,48.227389,-114.327258,2
Aaniiih Nakoda College,MT,48.484196000000004,-108.75781599999999,2
Fort Peck Community College,MT,48.113569,-105.193021,2
Great Falls College Montana State University,MT,47.485580999999996,-111.269558,2
University of Providence,MT,47.490713,-111.270604,1
Helena College University of Montana,MT,46.595384,-112.016035,2
Little Big Horn College,MT,45.603781,-107.455421,2
Miles Community College,MT,46.40526,-105.82652399999999,2
Montana Technological University,MT,46.012868,-112.55951100000001,1
Montana State University,MT,45.666726000000004,-111.04881200000001,1
The University of Montana,MT,46.859312,-113.98291200000001,1
Montana State University-Northern,MT,48.54149,-109.68780600000001,1
Rocky Mountain College,MT,45.796521999999996,-108.554075,1
Salish Kootenai College,MT,47.598592,-114.111635,1
The University of Montana-Western,MT,45.208306,-112.63926399999998,1
La'James International College,NE,41.44576,-96.482042,2
Bellevue University,NE,41.150225,-95.91764,1
Clarkson College,NE,41.259165,-95.974847,1
Bryan College of Health Sciences,NE,40.796768,-96.65153199999999,1
Central Community College,NE,40.889582,-98.37254899999999,2
Chadron State College,NE,42.8199,-103.001615,1
College of Hair Design-Downtown,NE,40.811084,-96.705169,2
Concordia University-Nebraska,NE,40.914853,-97.089054,1
Creighton University,NE,41.265361,-95.947811,1
Doane University-Arts & Sciences,NE,40.62295200000001,-96.950932,1
Grace University,NE,41.246894,-95.927709,1
Hastings College,NE,40.59025,-98.374403,1
CHI Health School of Radiologic Technology,NE,41.32206,-96.020431,2
Joseph's College Cosmetology,NE,40.813101,-96.641412,2
University of Nebraska at Kearney,NE,40.701452,-99.098699,1
Purdue University Global-Lincoln,NE,40.808915,-96.694181,1
Nebraska Methodist College of Nursing & Allied Health,NE,41.265972999999995,-96.048511,1
Metropolitan Community College Area,NE,41.310451,-95.957829,2
Mid-Plains Community College,NE,41.110428999999996,-100.748417,2
Midland University,NE,41.43674,-96.488008,1
Nebraska Christian College of Hope International University,NE,41.12314,-96.09437,1
University of Nebraska at Omaha,NE,41.258769,-96.008516,1
Purdue University Global-Omaha,NE,41.30951500000001,-96.072772,1
Nebraska Indian Community College,NE,42.11677,-96.35176,2
University of Nebraska Medical Center,NE,41.256312,-95.973966,1
Nebraska Wesleyan University,NE,40.839098,-96.64831,1
University of Nebraska-Lincoln,NE,40.817598,-96.700508,1
Northeast Community College,NE,42.048646999999995,-97.396578,2
Peru State College,NE,40.474689,-95.732731,1
Summit Christian College,NE,41.829274,-103.675715,1
College of Saint Mary,NE,41.240028,-96.021425,1
Southeast Community College Area,NE,40.810790000000004,-96.62818,2
Union College,NE,40.77477800000001,-96.651095,1
Nebraska College of Technical Agriculture,NE,40.635453999999996,-100.510409,2
Wayne State College,NE,42.241556,-97.01512199999999,1
Western Nebraska Community College,NE,41.875704999999996,-103.64249000000001,2
York College,NE,40.869526,-97.579352,1
Academy of Hair Design-Las Vegas,NV,36.15846,-115.210473,3
Career College of Northern Nevada,NV,39.540865000000004,-119.71941499999998,2
College of Southern Nevada,NV,36.15811400000001,-115.233099,1
The Art Institute of Las Vegas,NV,36.024552,-115.090268,1
Las Vegas College,NV,36.037556,-115.04619,2
University of Nevada-Las Vegas,NV,36.106047,-115.138462,1
University of Nevada-Reno,NV,39.543642,-119.815377,1
Great Basin College,NV,40.84343,-115.767274,1
Sierra Nevada College,NV,39.244278,-119.939125,1
Truckee Meadows Community College,NV,39.571402,-119.796975,2
Western Nevada College,NV,39.186158,-119.79036,1
Colby-Sawyer College,NH,43.411663,-71.97580500000002,1
Continental Academie of Hair Design-Hudson,NH,42.7768,-71.44515,3
Dartmouth College,NH,43.704115,-72.289949,1
Empire Beauty School-Laconia,NH,43.527157,-71.469612,3
Empire Beauty School-Somersworth,NH,43.23004,-70.881563,3
Franklin Pierce University,NH,42.78014,-72.058011,1
Keene Beauty Academy,NH,42.948977,-72.321097,3
Northeast Catholic College,NH,43.314908,-71.83444399999998,1
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,NH,42.957837,-71.476135,3
New England College,NH,43.176403,-71.822282,1
New England School of Hair Design,NH,43.627356,-72.32142900000002,3
Southern New Hampshire University,NH,43.038922,-71.451842,1
New Hampshire Institute for Therapeutic Arts,NH,42.745262,-71.426722,3
University of New Hampshire-Main Campus,NH,43.135934000000006,-70.93246500000002,1
Keene State College,NH,42.92645200000001,-72.279276,1
University of New Hampshire at Manchester,NH,42.987209,-71.468755,1
Plymouth State University,NH,43.759572999999996,-71.690164,1
NHTI-Concord's Community College,NH,43.223621,-71.531979,2
White Mountains Community College,NH,44.503494,-71.158535,2
River Valley Community College,NH,43.39904600000001,-72.333114,2
Lakes Region Community College,NH,43.507568,-71.462602,2
Manchester Community College,NH,43.019822999999995,-71.48353399999998,2
Nashua Community College,NH,42.794576,-71.523462,2
Great Bay Community College,NH,43.072093,-70.798969,2
Paul Mitchell the School-Portsmouth,NH,43.075732,-70.760159,3
Rivier University,NH,42.738676,-71.45626,1
Saint Anselm College,NH,42.986889,-71.503622,1
St Joseph School of Nursing,NH,42.750142,-71.478401,2
Granite State College,NH,43.19291,-71.527241,1
Thomas More College of Liberal Arts,NH,42.80683,-71.48437,1
Eastwick College-Hackensack,NJ,40.885847,-74.040491,2
Assumption College for Sisters,NJ,40.905857,-74.49069300000002,2
Atlantic Cape Community College,NJ,39.462081,-74.680019,2
Fortis Institute-Wayne,NJ,40.885498999999996,-74.255794,3
Bergen Community College,NJ,40.951782,-74.08880400000002,2
Berkeley College-Woodland Park,NJ,40.898587,-74.189483,1
Beth Medrash Govoha,NJ,40.09568,-74.2221,1
Bloomfield College,NJ,40.795105,-74.19430899999998,1
Brookdale Community College,NJ,40.324906,-74.132746,2
Rowan College at Burlington County,NJ,39.972204999999995,-74.894464,2
Caldwell University,NJ,40.832753000000004,-74.272571,1
Camden County College,NJ,39.784874,-75.038381,2
Centenary University,NJ,40.84764000000001,-74.83364399999998,1
Adult and Continuing Education-BCTS,NJ,40.900877,-74.035045,3
Branford Hall Career Institute-Parsippany,NJ,40.861433,-74.381367,3
Lincoln Technical Institute-Iselin,NJ,40.55934,-74.309058,3
American Institute-Clifton,NJ,40.873515999999995,-74.130158,2
County College of Morris,NJ,40.859140999999994,-74.57987299999998,2
Cumberland County College,NJ,39.440537,-75.057829,2
Divers Academy International,NJ,39.747926,-75.000877,3
Drew University,NJ,40.761829,-74.424584,1
Lincoln Technical Institute-South Plainfield,NJ,40.551078000000004,-74.420989,2
Essex County College,NJ,40.738444,-74.178234,2
Empire Beauty School-Union,NJ,40.684576,-74.238364,3
Fairleigh Dickinson University-Metropolitan Campus,NJ,40.897209000000004,-74.028986,1
Felician University,NJ,40.867272,-74.096452,1
Fairleigh Dickinson University-Florham Campus,NJ,40.774498,-74.432121,1
Hohokus School of Trade and Technical Sciences,NJ,40.909377,-74.15258100000001,3
Georgian Court University,NJ,40.099616999999995,-74.228186,1
Rowan University,NJ,39.709108,-75.119119,1
Rowan College at Gloucester County,NJ,39.781339,-75.121269,2
Empire Beauty School-Cherry Hill,NJ,39.941469,-75.01782299999998,3
Harris School of Business-Cherry Hill Campus,NJ,39.942675,-75.024757,3
Eastwick College-Ramsey,NJ,41.057866,-74.131486,1
Holy Name Medical Center-Sister Claire Tynan School of Nursing,NJ,40.883076,-74.01074799999998,2
Hudson County Community College,NJ,40.7303,-74.062903,2
New Jersey City University,NJ,40.709937,-74.08726999999998,1
Joe Kubert School of Cartoon and Graphic Art,NJ,40.887315,-74.552663,2
Kean University,NJ,40.677981,-74.233503,1
Harris School of Business-Voorhees Campus,NJ,39.84345,-74.99033100000003,3
Lincoln Technical Institute-Union,NJ,40.706359,-74.274929,3
Rizzieri Aveda School for Beauty and Wellness,NJ,39.851766999999995,-74.999788,3
Mercer County Community College,NJ,40.254397999999995,-74.650719,2
Middlesex County College,NJ,40.504728,-74.36654399999998,2
Monmouth University,NJ,40.280066,-74.006447,1
Montclair State University,NJ,40.860414,-74.198141,1
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,NJ,40.605982,-74.40429300000002,2
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,NJ,40.605982,-74.40429300000002,2
Eastwick College-Nutley,NJ,40.810742,-74.144192,2
Robert Fiance Beauty Schools-West New York,NJ,40.786079,-74.018286,3
New Jersey Institute of Technology,NJ,40.741997,-74.177113,1
Ocean County College,NJ,40.007809,-74.16549,2
P B Cosmetology Education Center,NJ,39.898804999999996,-75.126308,3
Parisian Beauty School,NJ,40.889745,-74.041163,3
Passaic County Community College,NJ,40.918449,-74.168778,2
Pennco Tech-Blackwood,NJ,39.807941,-75.06165899999998,2
Princeton University,NJ,40.348732,-74.65936500000002,1
Rabbinical College of America,NJ,40.805704999999996,-74.49878000000002,1
Ramapo College of New Jersey,NJ,41.080942,-74.174086,1
Robert Fiance Beauty Schools-Perth Amboy,NJ,40.508928999999995,-74.26734599999997,3
Rider University,NJ,40.278796,-74.737833,1
